node1,node2,combined_score,citation,citation_source
MLH1,PTEN,0.701,PMC9854651,pmcid
MLH1,MYC,0.702,PMC9854651,pmcid
MLH1,XPC,0.703,PMC9854651,pmcid
MLH1,RMI1,0.718,PMC9854651,pmcid
MLH1,RAD23B,0.755,PMC9854651,pmcid
MLH1,RAD52,0.769,PMC9854651,pmcid
MLH1,RECQL4,0.793,PMC9854651,pmcid
MLH1,XRCC6,0.826,PMC9854651,pmcid
MLH1,NBN,0.846,PMC9854651,pmcid
MLH1,MRE11A,0.878,PMC9854651,pmcid
MLH1,POLE,0.881,PMC9854651,pmcid
MLH1,WRN,0.885,PMC9854651,pmcid
MLH1,PCNA,0.894,PMC9854651,pmcid
MLH1,XPA,0.905,PMC9854651,pmcid
MLH1,RPA2,0.926,PMC9854651,pmcid
MLH1,TOP3A,0.929,PMC9854651,pmcid
MLH1,RAD51,0.967,PMC9854651,pmcid
MLH1,TP53,0.976,PMC9854651,pmcid
MLH1,MSH6,0.999,PMC9854651,pmcid
MLH1,MSH3,0.999,PMC9854651,pmcid
MLH1,PMS2,0.999,PMC9854651,pmcid
MLH1,MSH2,0.999,PMC9854651,pmcid
MLPH,MYO5A,0.998,PMC9854651,pmcid
MLPH,RAB27A,0.999,PMC9854651,pmcid
MNAT1,RBX1,0.795,PMC9854651,pmcid
MNAT1,XPC,0.763,PMC9854651,pmcid
MNAT1,RAD23B,0.786,PMC9854651,pmcid
MNAT1,XPA,0.867,PMC9854651,pmcid
MPZL1,PTPN11,0.999,PMC9854651,pmcid
MPZL1,SIRPA,0.764,PMC9854651,pmcid
MRAP,POMC,0.946,PMC9854651,pmcid
MRE11A,POLE2,0.915,PMC9854651,pmcid
MRE11A,MSH2,0.878,PMC9854651,pmcid
MRE11A,MSH6,0.879,PMC9854651,pmcid
MRE11A,TERF2,0.992,PMC9854651,pmcid
MRE11A,PALB2,0.88,PMC9854651,pmcid
MRE11A,MSH3,0.728,PMC9854651,pmcid
MRE11A,NBN,0.999,PMC9854651,pmcid
MRE11A,PMS2,0.733,PMC9854651,pmcid
MRE11A,TINF2,0.784,PMC9854651,pmcid
MRE11A,TP53,0.966,PMC9854651,pmcid
MRE11A,TERF1,0.749,PMC9854651,pmcid
MRE11A,SLX4,0.956,PMC9854651,pmcid
MRE11A,WRN,0.945,PMC9854651,pmcid
MRE11A,TERF2IP,0.991,PMC9854651,pmcid
MRE11A,RMI1,0.809,PMC9854651,pmcid
MRE11A,POLE,0.962,PMC9854651,pmcid
MRE11A,POT1,0.726,PMC9854651,pmcid
MRE11A,RPA2,0.762,PMC9854651,pmcid
MRE11A,PTEN,0.816,PMC9854651,pmcid
MRE11A,TOP3A,0.876,PMC9854651,pmcid
MRE11A,RECQL4,0.877,PMC9854651,pmcid
MRE11A,POLE3,0.902,PMC9854651,pmcid
MRE11A,POLE4,0.906,PMC9854651,pmcid
MRE11A,TBK1,0.909,PMC9854651,pmcid
MRE11A,RTEL1,0.931,PMC9854651,pmcid
MRE11A,RAD52,0.936,PMC9854651,pmcid
MRE11A,POLH,0.937,PMC9854651,pmcid
MRE11A,PCNA,0.939,PMC9854651,pmcid
MRE11A,RAD51,0.983,PMC9854651,pmcid
MRE11A,XRCC6,0.994,PMC9854651,pmcid
MRE11A,TP53BP1,0.997,PMC9854651,pmcid
MRE11A,RAD50,0.999,PMC9854651,pmcid
MSH2,POLE2,0.878,PMC9854651,pmcid
MSH2,PALB2,0.727,PMC9854651,pmcid
MSH2,REV1,0.741,PMC9854651,pmcid
MSH2,NBN,0.766,PMC9854651,pmcid
MSH2,RAD50,0.767,PMC9854651,pmcid
MSH2,RECQL4,0.796,PMC9854651,pmcid
MSH2,MYC,0.852,PMC9854651,pmcid
MSH2,WRN,0.855,PMC9854651,pmcid
MSH2,WDHD1,0.886,PMC9854651,pmcid
MSH2,POLA2,0.887,PMC9854651,pmcid
MSH2,PRIM1,0.906,PMC9854651,pmcid
MSH2,RAD51,0.929,PMC9854651,pmcid
MSH2,POLA1,0.933,PMC9854651,pmcid
MSH2,XPC,0.943,PMC9854651,pmcid
MSH2,XPA,0.945,PMC9854651,pmcid
MSH2,RAD23B,0.946,PMC9854651,pmcid
MSH2,RAD52,0.95,PMC9854651,pmcid
MSH2,RPA2,0.964,PMC9854651,pmcid
MSH2,SLX4,0.986,PMC9854651,pmcid
MSH2,TP53,0.99,PMC9854651,pmcid
MSH2,XRCC6,0.99,PMC9854651,pmcid
MSH2,POLE,0.991,PMC9854651,pmcid
MSH2,PCNA,0.995,PMC9854651,pmcid
MSH2,MSH6,0.999,PMC9854651,pmcid
MSH2,PMS2,0.999,PMC9854651,pmcid
MSH2,MSH3,0.999,PMC9854651,pmcid
MSH3,MSH6,0.992,PMC9854651,pmcid
MSH3,WRN,0.781,PMC9854651,pmcid
MSH3,XPC,0.819,PMC9854651,pmcid
MSH3,RAD51,0.823,PMC9854651,pmcid
MSH3,POLE,0.884,PMC9854651,pmcid
MSH3,SLX4,0.907,PMC9854651,pmcid
MSH3,RAD23B,0.91,PMC9854651,pmcid
MSH3,RAD52,0.914,PMC9854651,pmcid
MSH3,XRCC6,0.918,PMC9854651,pmcid
MSH3,RPA2,0.934,PMC9854651,pmcid
MSH3,XPA,0.952,PMC9854651,pmcid
MSH3,PCNA,0.977,PMC9854651,pmcid
MSH3,PMS2,0.996,PMC9854651,pmcid
MSH6,POLE2,0.727,PMC9854651,pmcid
MSH6,PRIM2,0.7,PMC9854651,pmcid
MSH6,TP53BP1,0.706,PMC9854651,pmcid
MSH6,PALB2,0.726,PMC9854651,pmcid
MSH6,POLA2,0.762,PMC9854651,pmcid
MSH6,NBN,0.785,PMC9854651,pmcid
MSH6,TOP3A,0.809,PMC9854651,pmcid
MSH6,POLH,0.835,PMC9854651,pmcid
MSH6,TP53,0.865,PMC9854651,pmcid
MSH6,WRN,0.882,PMC9854651,pmcid
MSH6,RECQL4,0.888,PMC9854651,pmcid
MSH6,RAD51,0.892,PMC9854651,pmcid
MSH6,XPA,0.906,PMC9854651,pmcid
MSH6,RAD52,0.933,PMC9854651,pmcid
MSH6,POLA1,0.952,PMC9854651,pmcid
MSH6,XPC,0.954,PMC9854651,pmcid
MSH6,RAD23B,0.958,PMC9854651,pmcid
MSH6,RPA2,0.962,PMC9854651,pmcid
MSH6,POLE,0.993,PMC9854651,pmcid
MSH6,PCNA,0.997,PMC9854651,pmcid
MSH6,PMS2,0.999,PMC9854651,pmcid
MSH6,XRCC6,0.999,PMC9854651,pmcid
MTAP,STAT4,0.9,PMC9854651,pmcid
MTOR,TSC2,0.999,PMC9854651,pmcid
MTOR,NFKB1,0.93,PMC9854651,pmcid
MTOR,RHEB,0.999,PMC9854651,pmcid
MTOR,PIK3CA,0.957,PMC9854651,pmcid
MTOR,TP53,0.862,PMC9854651,pmcid
MTOR,NTRK2,0.752,PMC9854651,pmcid
MTOR,TSC1,0.989,PMC9854651,pmcid
MTOR,TERT,0.958,PMC9854651,pmcid
MTOR,RUVBL1,0.755,PMC9854651,pmcid
MTOR,STK11,0.799,PMC9854651,pmcid
MTOR,MYC,0.727,PMC9854651,pmcid
MTOR,NRAS,0.743,PMC9854651,pmcid
MTOR,VEGFA,0.759,PMC9854651,pmcid
MTOR,SOS1,0.927,PMC9854651,pmcid
MTOR,RELA,0.933,PMC9854651,pmcid
MTOR,PTEN,0.94,PMC9854651,pmcid
MTOR,YWHAZ,0.963,PMC9854651,pmcid
MTOR,PIK3R1,0.965,PMC9854651,pmcid
MYC,NFKBIA,0.965,PMC9854651,pmcid
MYC,SKP1,0.957,PMC9854651,pmcid
MYC,RAF1,0.866,PMC9854651,pmcid
MYC,PIK3CA,0.971,PMC9854651,pmcid
MYC,TP53,0.923,PMC9854651,pmcid
MYC,SKP2,0.999,PMC9854651,pmcid
MYC,SLX4,0.7,PMC9854651,pmcid
MYC,TERT,0.981,PMC9854651,pmcid
MYC,RUVBL1,0.996,PMC9854651,pmcid
MYC,ZMIZ1,0.817,PMC9854651,pmcid
MYC,XRCC6,0.848,PMC9854651,pmcid
MYC,PTEN,0.867,PMC9854651,pmcid
MYC,RELA,0.985,PMC9854651,pmcid
MYC,SMARCA4,0.937,PMC9854651,pmcid
MYC,PIK3R1,0.97,PMC9854651,pmcid
MYC,VEGFA,0.761,PMC9854651,pmcid
MYH8,PRKAR1A,0.735,PMC9854651,pmcid
MYO5A,RAB27A,0.999,PMC9854651,pmcid
MYO7A,USH1C,0.999,PMC9854651,pmcid
MYO7A,RAB27A,0.735,PMC9854651,pmcid
MYO7A,USH1G,0.925,PMC9854651,pmcid
NBN,POLE2,0.914,PMC9854651,pmcid
NBN,TERF2,0.997,PMC9854651,pmcid
NBN,PALB2,0.82,PMC9854651,pmcid
NBN,PIK3CA,0.753,PMC9854651,pmcid
NBN,RMI1,0.758,PMC9854651,pmcid
NBN,RAD52,0.763,PMC9854651,pmcid
NBN,XRCC6,0.893,PMC9854651,pmcid
NBN,TERF1,0.9,PMC9854651,pmcid
NBN,POLE3,0.904,PMC9854651,pmcid
NBN,POLE4,0.911,PMC9854651,pmcid
NBN,PCNA,0.914,PMC9854651,pmcid
NBN,RTEL1,0.917,PMC9854651,pmcid
NBN,POLE,0.921,PMC9854651,pmcid
NBN,WRN,0.924,PMC9854651,pmcid
NBN,POLH,0.925,PMC9854651,pmcid
NBN,RAD51,0.931,PMC9854651,pmcid
NBN,SLX4,0.932,PMC9854651,pmcid
NBN,RPA2,0.94,PMC9854651,pmcid
NBN,TP53,0.953,PMC9854651,pmcid
NBN,TERF2IP,0.983,PMC9854651,pmcid
NBN,TP53BP1,0.985,PMC9854651,pmcid
NBN,RAD50,0.999,PMC9854651,pmcid
NCSTN,TRAF6,0.901,PMC9854651,pmcid
NCSTN,PSEN1,0.999,PMC9854651,pmcid
NCSTN,PSEN2,0.999,PMC9854651,pmcid
NCSTN,PSENEN,0.999,PMC9854651,pmcid
NEDD4,UBE2D3,0.963,PMC9854651,pmcid
NEDD4,PTEN,0.999,PMC9854651,pmcid
NEDD4,UBE2D1,0.972,PMC9854651,pmcid
NEDD8,RBX1,0.999,PMC9854651,pmcid
NEDD8,SKP1,0.998,PMC9854651,pmcid
NEDD8,VHL,0.966,PMC9854651,pmcid
NEDD8,UBE2D3,0.97,PMC9854651,pmcid
NEDD8,SKP2,0.973,PMC9854651,pmcid
NEDD8,UBE2D1,0.974,PMC9854651,pmcid
NEDD8,TP53,0.99,PMC9854651,pmcid
NEDD8,TCEB2,0.995,PMC9854651,pmcid
NEDD8,TCEB1,0.997,PMC9854651,pmcid
NEDD8,UBE2M,0.999,PMC9854651,pmcid
NF1,RBX1,0.911,PMC9854651,pmcid
NF1,TSC2,0.719,PMC9854651,pmcid
NF1,RAF1,0.715,PMC9854651,pmcid
NF1,PIK3CA,0.739,PMC9854651,pmcid
NF1,TP53,0.808,PMC9854651,pmcid
NF1,RASA1,0.772,PMC9854651,pmcid
NF1,SPRED1,0.997,PMC9854651,pmcid
NF1,PRKACA,0.935,PMC9854651,pmcid
NF1,PTPN11,0.722,PMC9854651,pmcid
NF1,NFIX,0.722,PMC9854651,pmcid
NF1,SOS1,0.857,PMC9854651,pmcid
NF1,PTEN,0.875,PMC9854651,pmcid
NF1,SMARCA4,0.965,PMC9854651,pmcid
NF1,NRAS,0.994,PMC9854651,pmcid
NFKB1,TNFRSF1A,0.952,PMC9854651,pmcid
NFKB1,NFKBIA,0.999,PMC9854651,pmcid
NFKB1,NRAS,0.716,PMC9854651,pmcid
NFKB1,RAF1,0.836,PMC9854651,pmcid
NFKB1,TBK1,0.89,PMC9854651,pmcid
NFKB1,TERT,0.914,PMC9854651,pmcid
NFKB1,UBE2D1,0.916,PMC9854651,pmcid
NFKB1,TLR4,0.92,PMC9854651,pmcid
NFKB1,PRKACA,0.929,PMC9854651,pmcid
NFKB1,STAT4,0.933,PMC9854651,pmcid
NFKB1,PIK3R1,0.937,PMC9854651,pmcid
NFKB1,PIK3CA,0.946,PMC9854651,pmcid
NFKB1,RIPK1,0.953,PMC9854651,pmcid
NFKB1,TRAF6,0.955,PMC9854651,pmcid
NFKB1,REL,0.993,PMC9854651,pmcid
NFKB1,RELA,0.999,PMC9854651,pmcid
NFKBIA,TNFRSF1A,0.974,PMC9854651,pmcid
NFKBIA,RBX1,0.76,PMC9854651,pmcid
NFKBIA,TNFSF11,0.714,PMC9854651,pmcid
NFKBIA,TBK1,0.8,PMC9854651,pmcid
NFKBIA,PRKACA,0.819,PMC9854651,pmcid
NFKBIA,TLR4,0.84,PMC9854651,pmcid
NFKBIA,RIPK1,0.867,PMC9854651,pmcid
NFKBIA,TP53,0.925,PMC9854651,pmcid
NFKBIA,PIK3CA,0.931,PMC9854651,pmcid
NFKBIA,PIK3R1,0.961,PMC9854651,pmcid
NFKBIA,UBE2D1,0.965,PMC9854651,pmcid
NFKBIA,TRAF6,0.985,PMC9854651,pmcid
NFKBIA,SKP1,0.993,PMC9854651,pmcid
NFKBIA,REL,0.999,PMC9854651,pmcid
NFKBIA,RELA,0.999,PMC9854651,pmcid
NHP2,RRP9,0.988,PMC9854651,pmcid
NHP2,TERF2,0.866,PMC9854651,pmcid
NHP2,NOP58,0.999,PMC9854651,pmcid
NHP2,TINF2,0.941,PMC9854651,pmcid
NHP2,PINX1,0.716,PMC9854651,pmcid
NHP2,PARN,0.728,PMC9854651,pmcid
NHP2,RPS5,0.78,PMC9854651,pmcid
NHP2,TERF2IP,0.782,PMC9854651,pmcid
NHP2,POT1,0.859,PMC9854651,pmcid
NHP2,TERF1,0.86,PMC9854651,pmcid
NHP2,RTEL1,0.913,PMC9854651,pmcid
NHP2,WDR36,0.971,PMC9854651,pmcid
NHP2,SHQ1,0.984,PMC9854651,pmcid
NHP2,WRAP53,0.989,PMC9854651,pmcid
NHP2,TERT,0.99,PMC9854651,pmcid
NHP2,RUVBL1,0.993,PMC9854651,pmcid
NHP2,NHP2L1,0.997,PMC9854651,pmcid
NHP2,NOP10,0.999,PMC9854651,pmcid
NHP2,NOP56,0.999,PMC9854651,pmcid
NHP2L1,RRP9,0.999,PMC9854651,pmcid
NHP2L1,NOP58,0.999,PMC9854651,pmcid
NHP2L1,SHQ1,0.764,PMC9854651,pmcid
NHP2L1,RUVBL1,0.892,PMC9854651,pmcid
NHP2L1,PINX1,0.796,PMC9854651,pmcid
NHP2L1,NOP10,0.996,PMC9854651,pmcid
NHP2L1,NOP56,0.999,PMC9854651,pmcid
NHP2L1,WDR36,0.99,PMC9854651,pmcid
NHP2L1,RPS5,0.996,PMC9854651,pmcid
NKX2-5,TBX5,0.999,PMC9854651,pmcid
NKX2-5,SMARCA4,0.708,PMC9854651,pmcid
NOP10,RRP9,0.952,PMC9854651,pmcid
NOP10,TERF2,0.872,PMC9854651,pmcid
NOP10,NOP58,0.983,PMC9854651,pmcid
NOP10,TINF2,0.948,PMC9854651,pmcid
NOP10,TERF1,0.858,PMC9854651,pmcid
NOP10,TERF2IP,0.792,PMC9854651,pmcid
NOP10,TERT,0.99,PMC9854651,pmcid
NOP10,SHQ1,0.987,PMC9854651,pmcid
NOP10,RUVBL1,0.969,PMC9854651,pmcid
NOP10,WRAP53,0.987,PMC9854651,pmcid
NOP10,PARN,0.722,PMC9854651,pmcid
NOP10,POT1,0.859,PMC9854651,pmcid
NOP10,RTEL1,0.909,PMC9854651,pmcid
NOP10,NOP56,0.994,PMC9854651,pmcid
NOP56,RRP9,0.999,PMC9854651,pmcid
NOP56,NOP58,0.999,PMC9854651,pmcid
NOP56,SHQ1,0.767,PMC9854651,pmcid
NOP56,RUVBL1,0.91,PMC9854651,pmcid
NOP56,RPS5,0.996,PMC9854651,pmcid
NOP56,WDR36,0.999,PMC9854651,pmcid
NOP58,RRP9,0.999,PMC9854651,pmcid
NOP58,PINX1,0.715,PMC9854651,pmcid
NOP58,SHQ1,0.811,PMC9854651,pmcid
NOP58,RUVBL1,0.985,PMC9854651,pmcid
NOP58,RPS5,0.986,PMC9854651,pmcid
NOP58,WDR36,0.999,PMC9854651,pmcid
NPHP4,RPGRIP1L,0.999,PMC9854651,pmcid
NR0B1,STAR,0.742,PMC9854651,pmcid
NR0B1,NR5A1,0.999,PMC9854651,pmcid
NR5A1,STAR,0.861,PMC9854651,pmcid
NR5A1,PRKACA,0.801,PMC9854651,pmcid
NR5A1,POMC,0.727,PMC9854651,pmcid
NRAS,RAF1,0.999,PMC9854651,pmcid
NRAS,PIK3CA,0.987,PMC9854651,pmcid
NRAS,TP53,0.77,PMC9854651,pmcid
NRAS,RASA1,0.964,PMC9854651,pmcid
NRAS,NTRK2,0.918,PMC9854651,pmcid
NRAS,SPRED1,0.82,PMC9854651,pmcid
NRAS,PTPN11,0.99,PMC9854651,pmcid
NRAS,SHOC2,0.98,PMC9854651,pmcid
NRAS,PTEN,0.841,PMC9854651,pmcid
NRAS,PHB,0.933,PMC9854651,pmcid
NRAS,YWHAZ,0.937,PMC9854651,pmcid
NRAS,PIK3R1,0.961,PMC9854651,pmcid
NRAS,RALGDS,0.973,PMC9854651,pmcid
NRAS,SOS1,0.982,PMC9854651,pmcid
NRP1,NRP2,0.866,PMC9854651,pmcid
NRP1,VEGFA,0.999,PMC9854651,pmcid
NRP2,PTEN,0.809,PMC9854651,pmcid
NRP2,VEGFA,0.999,PMC9854651,pmcid
NTRK2,PIK3CA,0.717,PMC9854651,pmcid
NTRK2,RASA1,0.908,PMC9854651,pmcid
NTRK2,XIAP,0.738,PMC9854651,pmcid
NTRK2,PIK3R1,0.746,PMC9854651,pmcid
NTRK2,VEGFA,0.791,PMC9854651,pmcid
NTRK2,RAB27A,0.814,PMC9854651,pmcid
NTRK2,SH2B3,0.822,PMC9854651,pmcid
NTRK2,SOS1,0.914,PMC9854651,pmcid
NTRK2,RAP1A,0.916,PMC9854651,pmcid
NTRK2,RIT1,0.92,PMC9854651,pmcid
NTRK2,PTPN11,0.999,PMC9854651,pmcid
OBFC1,WRN,0.7,PMC9854651,pmcid
OBFC1,RTEL1,0.703,PMC9854651,pmcid
OBFC1,RAD51,0.739,PMC9854651,pmcid
OBFC1,RPA2,0.764,PMC9854651,pmcid
OBFC1,TP53BP1,0.82,PMC9854651,pmcid
OBFC1,TERF2IP,0.861,PMC9854651,pmcid
OBFC1,TINF2,0.861,PMC9854651,pmcid
OBFC1,TERF2,0.866,PMC9854651,pmcid
OBFC1,RAD52,0.874,PMC9854651,pmcid
OBFC1,SMARCAL1,0.874,PMC9854651,pmcid
OBFC1,TERF1,0.876,PMC9854651,pmcid
OBFC1,POLA2,0.88,PMC9854651,pmcid
OBFC1,PRIM1,0.881,PMC9854651,pmcid
OBFC1,TERT,0.892,PMC9854651,pmcid
OBFC1,POLA1,0.896,PMC9854651,pmcid
OBFC1,PRIM2,0.896,PMC9854651,pmcid
OBFC1,PCNA,0.913,PMC9854651,pmcid
OBFC1,POT1,0.923,PMC9854651,pmcid
OBFC1,XRCC6,0.925,PMC9854651,pmcid
OBFC1,XPA,0.93,PMC9854651,pmcid
OBFC1,TEN1,0.999,PMC9854651,pmcid
OCA2,TYR,0.959,PMC9854651,pmcid
OCA2,SLC45A2,0.955,PMC9854651,pmcid
OCA2,SLC24A5,0.953,PMC9854651,pmcid
OCA2,TYRP1,0.887,PMC9854651,pmcid
ORC1,RBX1,0.915,PMC9854651,pmcid
ORC1,POLE2,0.969,PMC9854651,pmcid
ORC1,ORC6,0.999,PMC9854651,pmcid
ORC1,SKP1,0.938,PMC9854651,pmcid
ORC1,ORC2,0.999,PMC9854651,pmcid
ORC1,ORC3,0.999,PMC9854651,pmcid
ORC1,POLA2,0.984,PMC9854651,pmcid
ORC1,SKP2,0.981,PMC9854651,pmcid
ORC1,ORC5,0.999,PMC9854651,pmcid
ORC1,POLE,0.982,PMC9854651,pmcid
ORC1,PRIM1,0.982,PMC9854651,pmcid
ORC1,WDHD1,0.891,PMC9854651,pmcid
ORC1,POLE4,0.911,PMC9854651,pmcid
ORC1,RPA2,0.917,PMC9854651,pmcid
ORC1,POLE3,0.924,PMC9854651,pmcid
ORC1,PRIM2,0.981,PMC9854651,pmcid
ORC1,POLA1,0.991,PMC9854651,pmcid
ORC1,ORC4,0.999,PMC9854651,pmcid
ORC2,POLE2,0.97,PMC9854651,pmcid
ORC2,ORC6,0.999,PMC9854651,pmcid
ORC2,WDHD1,0.812,PMC9854651,pmcid
ORC2,RPA2,0.91,PMC9854651,pmcid
ORC2,POLE3,0.914,PMC9854651,pmcid
ORC2,POLE4,0.917,PMC9854651,pmcid
ORC2,PRIM1,0.98,PMC9854651,pmcid
ORC2,POLE,0.98,PMC9854651,pmcid
ORC2,POLA2,0.984,PMC9854651,pmcid
ORC2,PRIM2,0.987,PMC9854651,pmcid
ORC2,POLA1,0.988,PMC9854651,pmcid
ORC2,ORC4,0.999,PMC9854651,pmcid
ORC2,ORC5,0.999,PMC9854651,pmcid
ORC2,ORC3,0.999,PMC9854651,pmcid
ORC3,POLE2,0.971,PMC9854651,pmcid
ORC3,ORC6,0.999,PMC9854651,pmcid
ORC3,RPA2,0.739,PMC9854651,pmcid
ORC3,POLE4,0.91,PMC9854651,pmcid
ORC3,POLE3,0.912,PMC9854651,pmcid
ORC3,PRIM2,0.927,PMC9854651,pmcid
ORC3,PRIM1,0.929,PMC9854651,pmcid
ORC3,POLE,0.968,PMC9854651,pmcid
ORC3,POLA2,0.978,PMC9854651,pmcid
ORC3,POLA1,0.985,PMC9854651,pmcid
ORC3,ORC4,0.999,PMC9854651,pmcid
ORC3,ORC5,0.999,PMC9854651,pmcid
ORC4,POLE2,0.988,PMC9854651,pmcid
ORC4,ORC6,0.999,PMC9854651,pmcid
ORC4,POLA2,0.986,PMC9854651,pmcid
ORC4,ORC5,0.999,PMC9854651,pmcid
ORC4,POLE,0.976,PMC9854651,pmcid
ORC4,PRIM1,0.957,PMC9854651,pmcid
ORC4,RPA2,0.902,PMC9854651,pmcid
ORC4,POLE3,0.905,PMC9854651,pmcid
ORC4,POLA1,0.985,PMC9854651,pmcid
ORC4,POLE4,0.915,PMC9854651,pmcid
ORC4,PRIM2,0.982,PMC9854651,pmcid
ORC5,POLE2,0.97,PMC9854651,pmcid
ORC5,ORC6,0.999,PMC9854651,pmcid
ORC5,POLA2,0.985,PMC9854651,pmcid
ORC5,POLE3,0.912,PMC9854651,pmcid
ORC5,POLE4,0.915,PMC9854651,pmcid
ORC5,WDHD1,0.927,PMC9854651,pmcid
ORC5,RPA2,0.941,PMC9854651,pmcid
ORC5,POLE,0.962,PMC9854651,pmcid
ORC5,PRIM1,0.971,PMC9854651,pmcid
ORC5,POLA1,0.978,PMC9854651,pmcid
ORC5,PRIM2,0.989,PMC9854651,pmcid
ORC6,POLE2,0.949,PMC9854651,pmcid
ORC6,WDHD1,0.7,PMC9854651,pmcid
ORC6,RPA2,0.707,PMC9854651,pmcid
ORC6,POLE4,0.911,PMC9854651,pmcid
ORC6,POLE3,0.915,PMC9854651,pmcid
ORC6,POLE,0.938,PMC9854651,pmcid
ORC6,POLA1,0.941,PMC9854651,pmcid
ORC6,PRIM2,0.964,PMC9854651,pmcid
ORC6,POLA2,0.976,PMC9854651,pmcid
ORC6,PRIM1,0.983,PMC9854651,pmcid
PABPC1,RPS5,0.734,PMC9854651,pmcid
PABPC1,PARN,0.986,PMC9854651,pmcid
PAH,TYR,0.905,PMC9854651,pmcid
PALB2,POLE2,0.907,PMC9854651,pmcid
PALB2,STK11,0.72,PMC9854651,pmcid
PALB2,TOP3A,0.739,PMC9854651,pmcid
PALB2,PMS2,0.739,PMC9854651,pmcid
PALB2,RMI1,0.774,PMC9854651,pmcid
PALB2,RAD52,0.777,PMC9854651,pmcid
PALB2,TP53,0.803,PMC9854651,pmcid
PALB2,WRN,0.813,PMC9854651,pmcid
PALB2,POLE3,0.907,PMC9854651,pmcid
PALB2,POLE4,0.909,PMC9854651,pmcid
PALB2,PCNA,0.915,PMC9854651,pmcid
PALB2,RTEL1,0.939,PMC9854651,pmcid
PALB2,RPA2,0.947,PMC9854651,pmcid
PALB2,POLH,0.949,PMC9854651,pmcid
PALB2,POLE,0.955,PMC9854651,pmcid
PALB2,SLX4,0.982,PMC9854651,pmcid
PALB2,RAD51,0.999,PMC9854651,pmcid
PARN,RTEL1,0.745,PMC9854651,pmcid
PAX3,TP53,0.765,PMC9854651,pmcid
PAX3,SNAI2,0.723,PMC9854651,pmcid
PAX3,SOX10,0.996,PMC9854651,pmcid
PCNA,POLE2,0.888,PMC9854651,pmcid
PCNA,REV1,0.988,PMC9854651,pmcid
PCNA,PIAS4,0.724,PMC9854651,pmcid
PCNA,POLA2,0.982,PMC9854651,pmcid
PCNA,PMS2,0.895,PMC9854651,pmcid
PCNA,TP53,0.852,PMC9854651,pmcid
PCNA,WRN,0.991,PMC9854651,pmcid
PCNA,RMI1,0.919,PMC9854651,pmcid
PCNA,POLE,0.981,PMC9854651,pmcid
PCNA,PRIM1,0.99,PMC9854651,pmcid
PCNA,RAD52,0.839,PMC9854651,pmcid
PCNA,XRCC6,0.764,PMC9854651,pmcid
PCNA,WDHD1,0.864,PMC9854651,pmcid
PCNA,POLH,0.999,PMC9854651,pmcid
PCNA,RPA2,0.991,PMC9854651,pmcid
PCNA,POLE3,0.825,PMC9854651,pmcid
PCNA,XPA,0.788,PMC9854651,pmcid
PCNA,RAD50,0.926,PMC9854651,pmcid
PCNA,POLA1,0.993,PMC9854651,pmcid
PCNA,TP53BP1,0.893,PMC9854651,pmcid
PCNA,TOP3A,0.939,PMC9854651,pmcid
PCNA,PRIM2,0.972,PMC9854651,pmcid
PCNA,RAD51,0.989,PMC9854651,pmcid
PDCD1,PTPN11,0.999,PMC9854651,pmcid
PEBP1,RAF1,0.999,PMC9854651,pmcid
PEBP1,TRAF6,0.76,PMC9854651,pmcid
PEBP1,RAP1A,0.903,PMC9854651,pmcid
PECAM1,PTPN11,0.999,PMC9854651,pmcid
PECAM1,PTPRC,0.958,PMC9854651,pmcid
PECAM1,VEGFA,0.883,PMC9854651,pmcid
PHB,RAF1,0.999,PMC9854651,pmcid
PHB,TP53,0.964,PMC9854651,pmcid
PHB,SMARCA4,0.874,PMC9854651,pmcid
PIAS4,VHL,0.971,PMC9854651,pmcid
PIAS4,RELA,0.731,PMC9854651,pmcid
PIAS4,STAT4,0.809,PMC9854651,pmcid
PIAS4,XRCC6,0.854,PMC9854651,pmcid
PIAS4,TP53BP1,0.854,PMC9854651,pmcid
PIAS4,TP53,0.992,PMC9854651,pmcid
PIK3CA,TSC2,0.75,PMC9854651,pmcid
PIK3CA,RAF1,0.914,PMC9854651,pmcid
PIK3CA,STK11,0.776,PMC9854651,pmcid
PIK3CA,TLR4,0.856,PMC9854651,pmcid
PIK3CA,TP53,0.904,PMC9854651,pmcid
PIK3CA,RAP1A,0.921,PMC9854651,pmcid
PIK3CA,PTPN1,0.927,PMC9854651,pmcid
PIK3CA,YWHAZ,0.929,PMC9854651,pmcid
PIK3CA,TRAF6,0.933,PMC9854651,pmcid
PIK3CA,SOS1,0.945,PMC9854651,pmcid
PIK3CA,RELA,0.945,PMC9854651,pmcid
PIK3CA,VEGFA,0.954,PMC9854651,pmcid
PIK3CA,PTPN11,0.984,PMC9854651,pmcid
PIK3CA,PTEN,0.995,PMC9854651,pmcid
PIK3CA,PIK3R1,0.999,PMC9854651,pmcid
PIK3R1,RAF1,0.868,PMC9854651,pmcid
PIK3R1,PIKFYVE,0.912,PMC9854651,pmcid
PIK3R1,PTPN11,0.998,PMC9854651,pmcid
PIK3R1,RAP1A,0.914,PMC9854651,pmcid
PIK3R1,PTPN1,0.94,PMC9854651,pmcid
PIK3R1,PTEN,0.999,PMC9854651,pmcid
PIK3R1,TLR4,0.848,PMC9854651,pmcid
